path,artist,style,genre,style_id,genre_id
39504.jpg,Ilya Mashkov,Realism,still life,97,34
55440.jpg,Anthony van Dyck,Baroque,portrait,12,27
35701.jpg,Theo van Doesburg,Constructivism,design,20,12
66926.jpg,Edwin Lord Weeks,Orientalism,genre painting,82,15
84074.jpg,Edna Andrade,Op Art,abstract,81,0
61619.jpg,Odilon Redon,Symbolism,flower painting,110,14
28031.jpg,Albrecht Durer,Northern Renaissance,mythological painting,79,23
99801.jpg,Fernand Leger,Naïve Art (Primitivism),sketch and study,64,33
10985.jpg,Alexey  Bogolyubov,Romanticism,marina,101,21
22302.jpg,John Everett Millais,Romanticism,genre painting,101,15
86939.jpg,Richard Artschwager,Conceptual Art,interior,18,18
33586.jpg,Horia Bernea,Expressionism,landscape,30,19
95759.jpg,Camille Corot,Realism,landscape,97,19
16676.jpg,Sam Francis,Abstract Expressionism,abstract,1,0
69481.jpg,Vasily Surikov,Impressionism,portrait,41,27
18686.jpg,Adriaen Brouwer,Baroque,genre painting,12,15
25672.jpg,Dumitru Ghiatza,Post-Impressionism,cityscape,89,10
42399.jpg,Beatrix Potter,Art Nouveau (Modern),illustration,10,17
64148.jpg,Peder Severin Kroyer,Impressionism,portrait,41,27
33255.jpg,Zinaida Serebriakova,Art Deco,nude painting (nu),8,24
55811.jpg,Remedios Varo,Surrealism,symbolic painting,109,35
99635.jpg,Nicholas Roerich,Art Nouveau (Modern),design,10,12
27338.jpg,Ralph Rosenborg,Abstract Expressionism,abstract,1,0
59115.jpg,Felix Vallotton ,Symbolism,portrait,110,27
67981.jpg,Gustave Loiseau,Post-Impressionism,landscape,89,19
87517.jpg,Winslow Homer,Realism,genre painting,97,15
14982.jpg,Peter Paul Rubens,Baroque,history painting,12,16
99693.jpg,Ligia Macovei,Expressionism,landscape,30,19
72663.jpg,Robert Julian Onderdonk,Impressionism,landscape,41,19
48574.jpg,Augustus John,Post-Impressionism,portrait,89,27
51460.jpg,Konstantin Vasilyev,Contemporary Realism,portrait,21,27
15143.jpg,Sultan Muhammad,Safavid Period,miniature,102,22
50098.jpg,Alvaro Lapa,Abstract Expressionism,abstract,1,0
74408.jpg,Salvador Dali,Surrealism,symbolic painting,109,35
19616.jpg,Ito Jakuchu,Ukiyo-e,animal painting,121,3
97892.jpg,Amedeo Modigliani,Expressionism,nude painting (nu),30,24
56858.jpg,Eugene Delacroix,Romanticism,literary painting,101,20
73429.jpg,Utagawa Kuniyoshi,Ukiyo-e,mythological painting,121,23
30229.jpg,Mikalojus Ciurlionis,Symbolism,symbolic painting,110,35
45283.jpg,Iosif Iser,Expressionism,portrait,30,27
77695.jpg,Raoul De Keyser,Post-Minimalism,abstract,90,0
68716.jpg,Stanley Spencer,Neo-Romanticism,symbolic painting,71,35
34062.jpg,Eugene von Guerard,Romanticism,landscape,101,19
89800.jpg,Edwin Lord Weeks,Orientalism,genre painting,82,15
83660.jpg,Francisco de Zurbaran,Baroque,religious painting,12,30
59345.jpg,Camille Corot,Realism,landscape,97,19
8327.jpg,Arthur Segal,Realism,still life,97,34
64869.jpg,Giovanni Battista Piranesi,Neoclassicism,design,73,12
62397.jpg,Piet Mondrian,Impressionism,landscape,41,19
14944.jpg,Joaquín Sorolla,Impressionism,landscape,41,19
22576.jpg,Ivan Shishkin,Realism,landscape,97,19
34937.jpg,Felix Vallotton ,Symbolism,landscape,110,19
81736.jpg,Ivan Shishkin,Realism,landscape,97,19
17241.jpg,George Washington Lambert,Symbolism,genre painting,110,15
74630.jpg,Paul Delvaux,Surrealism,symbolic painting,109,35
6740.jpg,Pierre Bonnard,Post-Impressionism,still life,89,34
25692.jpg,Larry Zox,Lyrical Abstraction,abstract,52,0
11209.jpg,Konstantin Korovin,Impressionism,cityscape,41,10
4857.jpg,Jean Auguste Dominique Ingres,Neoclassicism,portrait,73,27
63965.jpg,Samuel Palmer,Romanticism,genre painting,101,15
3085.jpg,Edward Avedisian,Hard Edge Painting,abstract,38,0
72743.jpg,Ivan Generalic,Naïve Art (Primitivism),genre painting,64,15
89910.jpg,Gustave de Smet,Expressionism,genre painting,30,15
103219.jpg,Le Corbusier,Surrealism,figurative,109,13
62064.jpg,August Macke,Expressionism,nude painting (nu),30,24
44513.jpg,Pyotr Konchalovsky,Realism,landscape,97,19
48707.jpg,Romare Bearden,Abstract Expressionism,figurative,1,13
45435.jpg,Utagawa Toyokuni II,Ukiyo-e,genre painting,121,15
18020.jpg,Childe Hassam,Impressionism,genre painting,41,15
49788.jpg,Mark Rothko,Color Field Painting,abstract,17,0
38950.jpg,John James Audubon,Naturalism,illustration,63,17
95931.jpg,Vasily Polenov,Realism,self-portrait,97,31
14940.jpg,Max Ernst,Surrealism,illustration,109,17
22567.jpg,Petro Kholodny (Elder),Impressionism,landscape,41,19
40597.jpg,Edward Lear,Romanticism,illustration,101,17
26298.jpg,Paolo Uccello,Early Renaissance,religious painting,28,30
47972.jpg,Robert Henri,American Realism,portrait,4,27
39154.jpg,John Crome,Romanticism,landscape,101,19
72682.jpg,Marc Chagall,Naïve Art (Primitivism),still life,64,34
12382.jpg,Kees van Dongen,Fauvism,portrait,32,27
46914.jpg,Alexej von Jawlensky,Expressionism,portrait,30,27
59802.jpg,Adriaen Brouwer,Baroque,genre painting,12,15
38799.jpg,Albrecht Durer,Northern Renaissance,religious painting,79,30
89835.jpg,Robert Goodnough,Abstract Expressionism,abstract,1,0
40151.jpg,Giuseppe Arcimboldo,Mannerism (Late Renaissance),still life,54,34
82887.jpg,Vasily Surikov,Realism,landscape,97,19
73427.jpg,Alfred Sisley,Impressionism,landscape,41,19
69281.jpg,Aleksey Savrasov,Realism,landscape,97,19
29711.jpg,Limbourg brothers,International Gothic,illustration,44,17
37330.jpg,Taras Shevchenko,Romanticism,landscape,101,19
63352.jpg,Juan Gris,Cubism,portrait,23,27
60780.jpg,Armand Guillaumin,Impressionism,flower painting,41,14
57993.jpg,Vasily Polenov,Realism,portrait,97,27
42420.jpg,Tintoretto,Mannerism (Late Renaissance),religious painting,54,30
13996.jpg,Ivan Bilibin,Art Nouveau (Modern),history painting,10,16
91930.jpg,Oswaldo Guayasamin,Expressionism,figurative,30,13
79037.jpg,John Everett Millais,Realism,portrait,97,27
35501.jpg,Victor Brauner,Surrealism,self-portrait,109,31
69199.jpg,Louisa Matthiasdottir,Expressionism,cityscape,30,10
61890.jpg,Theo van Rysselberghe,Impressionism,portrait,41,27
87411.jpg,Eyvind Earle,Magic Realism,landscape,53,19
22410.jpg,Emmerico Nunes,Art Nouveau (Modern),caricature,10,9
56401.jpg,Berthe Morisot,Impressionism,cityscape,41,10
97546.jpg,Henri de Toulouse-Lautrec,Art Nouveau (Modern),poster,10,28
72703.jpg,Alfred Wallis,Naïve Art (Primitivism),cityscape,64,10
84232.jpg,Giorgio Morandi,Metaphysical art,still life,56,34
15044.jpg,Joachim Wtewael,Northern Renaissance,religious painting,79,30
95615.jpg,Antoine Watteau,Rococo,illustration,99,17
82338.jpg,Zinaida Serebriakova,Expressionism,self-portrait,30,31
18586.jpg,El Greco,Mannerism (Late Renaissance),religious painting,54,30
48504.jpg,Bernard Buffet,Expressionism,symbolic painting,30,35
80628.jpg,Carlos Saenz de Tejada,Art Deco,portrait,8,27
56809.jpg,Henri Fantin-Latour,Realism,flower painting,97,14
34132.jpg,George Morland,Rococo,landscape,99,19
30998.jpg,Lorenzo Lotto,High Renaissance,portrait,39,27
24268.jpg,Georges Hugnet,Surrealism,figurative,109,13
74915.jpg,Edward R. Taylor,Romanticism,portrait,101,27
42141.jpg,Richard Oelze,Surrealism,portrait,109,27
5503.jpg,Umberto Boccioni,Divisionism,sketch and study,27,33
46891.jpg,Theophile Steinlen,Art Nouveau (Modern),animal painting,10,3
101179.jpg,Giotto,Proto Renaissance,religious painting,95,30
93558.jpg,Romul Nutiu,Tachisme,abstract,115,0
26610.jpg,William Merritt Chase,Impressionism,landscape,41,19
44579.jpg,Carlo Crivelli,Early Renaissance,religious painting,28,30
2542.jpg,William Hamilton,Neoclassicism,portrait,73,27
6485.jpg,Utagawa Kuniyoshi,Ukiyo-e,genre painting,121,15
10989.jpg,Constantin Guys,Realism,genre painting,97,15
64303.jpg,Nikolay Bogdanov-Belsky,Impressionism,genre painting,41,15
7133.jpg,Adolph Menzel,Realism,portrait,97,27
2993.jpg,Ivan Shishkin,Realism,landscape,97,19
51818.jpg,Henryk Siemiradzki,Academicism,mythological painting,2,23
37331.jpg,Amedeo Modigliani,Expressionism,portrait,30,27
75630.jpg,Giorgione,High Renaissance,landscape,39,19
37926.jpg,Ivan Aivazovsky,Romanticism,marina,101,21
82009.jpg,Gabriel Metsu,Baroque,portrait,12,27
100232.jpg,Lucas Cranach the Elder,Northern Renaissance,religious painting,79,30
23099.jpg,Mikalojus Ciurlionis,Symbolism,symbolic painting,110,35
35443.jpg,Ivan Aivazovsky,Romanticism,religious painting,101,30
16142.jpg,Caspar David Friedrich,Romanticism,landscape,101,19
91905.jpg,Vasily Tropinin,Realism,portrait,97,27
42674.jpg,Henri de Toulouse-Lautrec,Post-Impressionism,portrait,89,27
76651.jpg,Arturo Souto,Expressionism,battle painting,30,4
20637.jpg,Robert Julian Onderdonk,Impressionism,landscape,41,19
60912.jpg,Giorgio Morandi,Metaphysical art,still life,56,34
65257.jpg,Walter Crane,Neo-Romanticism,symbolic painting,71,35
65338.jpg,Vincent van Gogh,Realism,sketch and study,97,33
73301.jpg,Paul Gauguin,Post-Impressionism,landscape,89,19
93797.jpg,Warren Rohrer,Minimalism,abstract,57,0
47445.jpg,Otto Dix,Expressionism,battle painting,30,4
33143.jpg,Max Liebermann,Impressionism,portrait,41,27
57024.jpg,Jean-Leon Gerome,Orientalism,genre painting,82,15
63694.jpg,Ivan Generalic,Naïve Art (Primitivism),genre painting,64,15
94035.jpg,Jeffrey Smart,Hyper-Realism,cityscape,40,10
92888.jpg,Giovanni Battista Piranesi,Neoclassicism,sketch and study,73,33
18761.jpg,Ivan Shishkin,Realism,landscape,97,19
48277.jpg,Salvador Dali,Surrealism,portrait,109,27
93709.jpg,Theophile Steinlen,Art Nouveau (Modern),nude painting (nu),10,24
37204.jpg,Franz Marc,Cubism,abstract,23,0
65868.jpg,Mikalojus Ciurlionis,Symbolism,symbolic painting,110,35
24176.jpg,Johannes Jan Schoonhoven,Minimalism,abstract,57,0
8880.jpg,James Ward ,Romanticism,landscape,101,19
6411.jpg,Jusepe de Ribera,Tenebrism,portrait,116,27
81428.jpg,Alfred Sisley,Impressionism,landscape,41,19
42855.jpg,Fyodor Bronnikov,Romanticism,cityscape,101,10
97815.jpg,Alexey Venetsianov,Romanticism,portrait,101,27
95100.jpg,Stanley Spencer,Neo-Romanticism,landscape,71,19
26835.jpg,Giovanni Boldini,Impressionism,genre painting,41,15
33743.jpg,Arkhip Kuindzhi,Realism,landscape,97,19
37502.jpg,Takamatsu Jiro,Post-Minimalism,figurative,90,13
73999.jpg,Canaletto,Baroque,veduta,12,38
33710.jpg,Pierre Bonnard,Post-Impressionism,sketch and study,89,33
5892.jpg,Gerard Terborch,Baroque,genre painting,12,15
15410.jpg,Carlo Crivelli,Early Renaissance,religious painting,28,30
8879.jpg,Tamara de Lempicka,Art Deco,still life,8,34
103180.jpg,John Brack,Expressionism,self-portrait,30,31
49486.jpg,Valentin Serov,Realism,self-portrait,97,31
39948.jpg,Hendrick Terbrugghen,Tenebrism,religious painting,116,30
21990.jpg,Raden Saleh,Romanticism,genre painting,101,15
44393.jpg,Carl Spitzweg,Biedermeier,genre painting,13,15
18216.jpg,Shibata Zeshin,Ukiyo-e,still life,121,34
63169.jpg,Rudolf Schweitzer-Cumpana,Impressionism,genre painting,41,15
79411.jpg,Viktor Vasnetsov,Romanticism,battle painting,101,4
50884.jpg,Mary Cassatt,Realism,portrait,97,27
225.jpg,Hieronymus Bosch,Northern Renaissance,religious painting,79,30
51361.jpg,Steve Wheeler,Indian Space painting,abstract,42,0
71528.jpg,Alexandre Istrati,Tachisme,abstract,115,0
89228.jpg,Claude Monet,Impressionism,flower painting,41,14
3953.jpg,Benjamin West,Rococo,portrait,99,27
69535.jpg,Dieter Roth,Op Art,abstract,81,0
24339.jpg,Umberto Boccioni,Post-Impressionism,portrait,89,27
89984.jpg,Jean-Leon Gerome,Academicism,allegorical painting,2,2
100137.jpg,Friedensreich Hundertwasser,Transautomatism,abstract,119,0
79865.jpg,Othon Friesz,Impressionism,cityscape,41,10
38479.jpg,Bartolome Esteban Murillo,Baroque,religious painting,12,30
71774.jpg,Rene Magritte,Surrealism,nude painting (nu),109,24
93368.jpg,Ernst Ludwig Kirchner,Expressionism,self-portrait,30,31
58718.jpg,Gustave Loiseau,Post-Impressionism,landscape,89,19
50074.jpg,Ilya Repin,Realism,portrait,97,27
12234.jpg,Raphael,High Renaissance,religious painting,39,30
37692.jpg,Jan Siberechts,Baroque,genre painting,12,15
126.jpg,Maurice Prendergast,Post-Impressionism,landscape,89,19
57085.jpg,Gene Davis,Color Field Painting,abstract,17,0
88163.jpg,David Burliuk,Post-Impressionism,landscape,89,19
49233.jpg,Norman Rockwell,Regionalism,genre painting,98,15
65946.jpg,M.C. Escher,Op Art,tessellation,81,36
15847.jpg,Eugene von Guerard,Romanticism,landscape,101,19
68965.jpg,Lovis Corinth,Expressionism,self-portrait,30,31
7100.jpg,Alvaro Lapa,Abstract Expressionism,abstract,1,0
2907.jpg,Odilon Redon,Symbolism,mythological painting,110,23
69668.jpg,Lynd Ward,Expressionism,illustration,30,17
60772.jpg,Karl Bodmer,Romanticism,landscape,101,19
98722.jpg, Fyodor Solntsev,Romanticism,sketch and study,101,33
76094.jpg,Torii Kotondo,Shin-hanga,portrait,103,27
37099.jpg,Tamara de Lempicka,Art Deco,nude painting (nu),8,24
18584.jpg,Fernand Leger,Purism,genre painting,96,15
70872.jpg,Max Ernst,Surrealism,abstract,109,0
77617.jpg,Keisai Eisen,Ukiyo-e,nude painting (nu),121,24
85478.jpg,Jack Tworkov,Abstract Expressionism,abstract,1,0
65916.jpg,Armand Guillaumin,Impressionism,landscape,41,19
35744.jpg,Vincent van Gogh,Realism,sketch and study,97,33
75464.jpg,Thomas Eakins,Realism,portrait,97,27
21886.jpg,Jacob Jordaens,Baroque,religious painting,12,30
15379.jpg,Giotto,Proto Renaissance,religious painting,95,30
74350.jpg,Marc Chagall,Naïve Art (Primitivism),religious painting,64,30
47537.jpg,Hans Memling,Northern Renaissance,religious painting,79,30
81071.jpg,Gustave Dore,Romanticism,illustration,101,17
76937.jpg,Octav Bancila,Impressionism,self-portrait,41,31
54530.jpg,George Romney,Rococo,portrait,99,27
99581.jpg,Theodor Severin Kittelsen,Neo-Romanticism,illustration,71,17
36810.jpg,Emil Nolde,Expressionism,landscape,30,19
33425.jpg,Richard Gerstl,Expressionism,cityscape,30,10
9648.jpg,Anton Azbe,Realism,portrait,97,27
101298.jpg,Vincent van Gogh,Realism,sketch and study,97,33
73388.jpg,William Baziotes,Abstract Expressionism,abstract,1,0
20344.jpg,Maxime Maufra,Impressionism,landscape,41,19
90462.jpg,Marcus Stone,Romanticism,genre painting,101,15
95596.jpg,Gerard Terborch,Baroque,genre painting,12,15
101192.jpg,Niko Pirosmani,Naïve Art (Primitivism),genre painting,64,15
33839.jpg,Pierre Roy,Surrealism,still life,109,34
61390.jpg,Maurice Prendergast,Post-Impressionism,landscape,89,19
91695.jpg,Neil Welliver,Contemporary Realism,landscape,21,19
87207.jpg,Jacques Stella,Classicism,religious painting,15,30
22638.jpg,Edward Hopper,Social Realism,genre painting,104,15
83705.jpg,Maria Primachenko,Naïve Art (Primitivism),flower painting,64,14
40808.jpg,Ivan Shishkin,Realism,landscape,97,19
17682.jpg,Eric Ravilious,Magic Realism,genre painting,53,15
91901.jpg,Edgar Degas,Impressionism,genre painting,41,15
59237.jpg,Burhan Dogancay,Pop Art,abstract,88,0
46912.jpg,Pietro Perugino,High Renaissance,religious painting,39,30
89976.jpg,Salvador Dali,Surrealism,landscape,109,19
37256.jpg,Claude Monet,Impressionism,landscape,41,19
1304.jpg,Michelangelo,High Renaissance,religious painting,39,30
98850.jpg,Jean-Francois Millet,Realism,genre painting,97,15
274.jpg,Alexandre Jacovleff,Expressionism,landscape,30,19
47225.jpg,Antonio Mancini,Verism,portrait,122,27
72982.jpg,David Cox,Romanticism,cloudscape,101,11
99802.jpg,George Morland,Rococo,landscape,99,19
48025.jpg,Jean Degottex,Minimalism,abstract,57,0
75813.jpg,James Ward ,Romanticism,sketch and study,101,33
15460.jpg,Raphael Kirchner,Art Nouveau (Modern),poster,10,28
42248.jpg,Amedeo Modigliani,Expressionism,nude painting (nu),30,24
100579.jpg,Harry Clarke,Art Nouveau (Modern),illustration,10,17
57328.jpg,Gustav Klimt,Symbolism,landscape,110,19
51567.jpg,Fernand Leger,Orphism,abstract,83,0
89981.jpg,Boris Kustodiev,Art Nouveau (Modern),portrait,10,27
10205.jpg,Max Ernst,Surrealism,illustration,109,17
16100.jpg,James Hamilton,Romanticism,history painting,101,16
92974.jpg,Theodore Rousseau,Realism,landscape,97,19
33428.jpg,Konstantin Somov,Symbolism,literary painting,110,20
53159.jpg,Edgar Degas,Impressionism,genre painting,41,15
100982.jpg,Childe Hassam,Impressionism,genre painting,41,15
38002.jpg,Arturo Souto,Expressionism,genre painting,30,15
52746.jpg,Leon Ferrari,Conceptual Art,figurative,18,13
4867.jpg,Ivan Aivazovsky,Romanticism,marina,101,21
41111.jpg,Grigoriy Myasoyedov,Realism,landscape,97,19
97097.jpg,Luca Giordano,Baroque,religious painting,12,30
53951.jpg,Paul Signac,Impressionism,cityscape,41,10
62378.jpg,Hans Memling,Northern Renaissance,religious painting,79,30
7764.jpg,Gustave Dore,Romanticism,genre painting,101,15
41980.jpg,Nicholas Roerich,Art Nouveau (Modern),religious painting,10,30
96417.jpg,James Tissot,Symbolism,religious painting,110,30
85616.jpg,Frans Hals,Baroque,portrait,12,27
94414.jpg,George Lambert,Rococo,landscape,99,19
43825.jpg,Alphonse Mucha,Symbolism,history painting,110,16
70750.jpg,John Bratby,Expressionism,genre painting,30,15
33158.jpg,Jan Matejko,Romanticism,portrait,101,27
43836.jpg,Georgia O'Keeffe,Abstract Expressionism,abstract,1,0
83988.jpg,Henri de Toulouse-Lautrec,Impressionism,genre painting,41,15
48778.jpg,Ohara Koson,Shin-hanga,wildlife painting,103,39
17870.jpg,Lovis Corinth,Impressionism,portrait,41,27
74534.jpg,Francis Picabia,Surrealism,mythological painting,109,23
91773.jpg,Thomas Lawrence,Romanticism,portrait,101,27
31556.jpg,Jusepe de Ribera,Baroque,landscape,12,19
47077.jpg,George Morland,Rococo,genre painting,99,15
61727.jpg,Tano Festa,Pop Art,figurative,88,13
92505.jpg,James Webb ,Romanticism,landscape,101,19
32619.jpg,Ilya Repin,Realism,self-portrait,97,31
59710.jpg,Jacek Malczewski,Romanticism,genre painting,101,15
63763.jpg,Constantine Maleas,Post-Impressionism,portrait,89,27
62197.jpg,Diego Velazquez,Baroque,portrait,12,27
25502.jpg,Eileen Agar,Surrealism,figurative,109,13
67162.jpg,Vladimir Makovsky,Realism,genre painting,97,15
98454.jpg,James Tissot,Realism,genre painting,97,15
96459.jpg,Aleksey Savrasov,Realism,landscape,97,19
90231.jpg,Christoffer Wilhelm Eckersberg,Neoclassicism,nude painting (nu),73,24
1004.jpg,Nikolay Bogdanov-Belsky,Realism,portrait,97,27
96068.jpg,Qi Baishi,Ink and wash painting,flower painting,43,14
89822.jpg,Victor Vasarely,Op Art,abstract,81,0
88833.jpg,Maxime Maufra,Post-Impressionism,landscape,89,19
55001.jpg,Caravaggio,Baroque,religious painting,12,30
80258.jpg,Hans Memling,Northern Renaissance,portrait,79,27
23593.jpg,Peter Paul Rubens,Baroque,self-portrait,12,31
68458.jpg,Toshi Yoshida,Sōsaku hanga,landscape,114,19
43834.jpg,Paolo Veronese,Mannerism (Late Renaissance),religious painting,54,30
101672.jpg,Bartolome Bermejo,Gothic,religious painting,37,30
4895.jpg,Fernand Leger,Cubism,genre painting,23,15
103046.jpg,Hercules Seghers,Baroque,landscape,12,19
46185.jpg,Giorgione,High Renaissance,allegorical painting,39,2
58511.jpg,Franz Xaver Winterhalter,Neoclassicism,portrait,73,27
31213.jpg,Johannes Vermeer,Baroque,genre painting,12,15
39682.jpg,Francesco Guardi,Baroque,veduta,12,38
2900.jpg,Bram van Velde,Lyrical Abstraction,abstract,52,0
100521.jpg,Konstantin Makovsky,Romanticism,still life,101,34
13631.jpg,Claude Monet,Impressionism,cityscape,41,10
90506.jpg,Pietro Perugino,Early Renaissance,religious painting,28,30
37366.jpg,Ferdynand Ruszczyc,Symbolism,cityscape,110,10
93918.jpg,William James Glackens,New Realism,genre painting,77,15
102295.jpg,Thomas Eakins,Realism,sketch and study,97,33
95353.jpg,Zinaida Serebriakova,Expressionism,interior,30,18
74001.jpg,Gabriel von Max,Symbolism,portrait,110,27
45151.jpg,Prudence Heward,Expressionism,landscape,30,19
49446.jpg,Camille Bryen,Tachisme,abstract,115,0
10167.jpg,Bartolome Esteban Murillo,Baroque,religious painting,12,30
3701.jpg,Theo van Doesburg,Constructivism,design,20,12
70416.jpg,Nikolay Bogdanov-Belsky,Impressionism,portrait,41,27
31751.jpg,George Mavroides,Expressionism,still life,30,34
84346.jpg,Albrecht Altdorfer,Northern Renaissance,religious painting,79,30
91913.jpg,Simon Hantai,Tachisme,abstract,115,0
54068.jpg,Eyvind Earle,Magic Realism,landscape,53,19
47712.jpg,Odilon Redon,Symbolism,flower painting,110,14
76417.jpg,Jacques-Louis David,Neoclassicism,portrait,73,27
14133.jpg,Jean Auguste Dominique Ingres,Neoclassicism,portrait,73,27
32796.jpg,Vincent van Gogh,Realism,sketch and study,97,33
17820.jpg,Hendrick Terbrugghen,Baroque,genre painting,12,15
23477.jpg,Maxfield Parrish,Regionalism,illustration,98,17
19823.jpg,Ivan Aivazovsky,Romanticism,cityscape,101,10
89327.jpg,Willard Metcalf,Impressionism,landscape,41,19
51455.jpg,Martiros Saryan,Expressionism,illustration,30,17
45515.jpg,Lucian Freud,Expressionism,portrait,30,27
23884.jpg,Ilya Mashkov,Impressionism,landscape,41,19
21633.jpg,Utagawa Toyokuni II,Ukiyo-e,genre painting,121,15
102919.jpg,Albert Trachsel,Post-Impressionism,still life,89,34
55005.jpg,Theodore Rousseau,Realism,landscape,97,19
431.jpg,Charles M. Russell,Romanticism,genre painting,101,15
99012.jpg,Akseli Gallen-Kallela,Romanticism,landscape,101,19
84791.jpg,John Henry Twachtman,Tonalism,landscape,118,19
83060.jpg,Max Gubler,Expressionism,still life,30,34
29435.jpg,Samuel Peploe,Post-Impressionism,landscape,89,19
869.jpg,Vasily Perov,Realism,sketch and study,97,33
32681.jpg,John Ferren,Abstract Expressionism,abstract,1,0
81558.jpg,Konstantin Somov,Symbolism,portrait,110,27
23070.jpg,Zdislav Beksinski,Surrealism,symbolic painting,109,35
55187.jpg,Jose Guerrero,Abstract Expressionism,abstract,1,0
35359.jpg,Ligia Macovei,Expressionism,genre painting,30,15
65348.jpg,Alphonse Mucha,Art Nouveau (Modern),genre painting,10,15
42455.jpg,Edwin Lord Weeks,Orientalism,genre painting,82,15
25606.jpg,William Williams,Rococo,portrait,99,27
28372.jpg,Claude Lorrain,Classicism,mythological painting,15,23
41164.jpg,Karl Bodmer,Romanticism,portrait,101,27
51331.jpg,Gustave Caillebotte,Impressionism,landscape,41,19
15802.jpg,Yiannis Tsaroychis,New Realism,genre painting,77,15
46419.jpg,Francisco Goya,Romanticism,capriccio,101,8
10049.jpg,Berthe Morisot,Impressionism,genre painting,41,15
13836.jpg,Gherasim Luca,Surrealism,abstract,109,0
2049.jpg,Nicholas Krushenick,Pop Art,abstract,88,0
27359.jpg,Marc Chagall,Naïve Art (Primitivism),genre painting,64,15
12801.jpg,Robert Spencer,Impressionism,genre painting,41,15
89306.jpg,Toshi Yoshida,Sōsaku hanga,landscape,114,19
5277.jpg,Rolf Amstrong,Poster Art Realism,portrait,92,27
47754.jpg,John Singer Sargent,Realism,genre painting,97,15
18467.jpg,Edvard Weie,Post-Impressionism,cityscape,89,10
88471.jpg,John Singer Sargent,Realism,portrait,97,27
4718.jpg,Ivan Shishkin,Realism,landscape,97,19
84606.jpg,David Burliuk,Post-Impressionism,landscape,89,19
29515.jpg,Sofonisba Anguissola,Mannerism (Late Renaissance),portrait,54,27
73903.jpg,Francesco Hayez,Romanticism,nude painting (nu),101,24
84194.jpg,Paul Gauguin,Post-Impressionism,portrait,89,27
102402.jpg,Aubrey Beardsley,Art Nouveau (Modern),illustration,10,17
68514.jpg,Piet Mondrian,Impressionism,landscape,41,19
77976.jpg,Takamatsu Jiro,Post-Minimalism,abstract,90,0
35653.jpg,Aurel Cojan,Art Informel,abstract,9,0
102578.jpg,Orest Kiprensky,Romanticism,portrait,101,27
93586.jpg,Hans Memling,Northern Renaissance,religious painting,79,30
20252.jpg,John Henry Twachtman,Impressionism,landscape,41,19
35604.jpg,Konstantin Yuon,Socialist Realism,illustration,105,17
28705.jpg,Viktor Vasnetsov,Romanticism,religious painting,101,30
58952.jpg,Edgar Degas,Impressionism,genre painting,41,15
24549.jpg,August Macke,Expressionism,still life,30,34
7936.jpg,Olga Rozanova,Cubism,still life,23,34
80469.jpg,Howard Pyle,Romanticism,illustration,101,17
82286.jpg,Julio Resende,Expressionism,figurative,30,13
63405.jpg,Jules Dupre,Realism,landscape,97,19
9105.jpg,Maurice Prendergast,Post-Impressionism,genre painting,89,15
62282.jpg,Helen Frankenthaler,Lyrical Abstraction,abstract,52,0
14383.jpg,Antoine Blanchard,Impressionism,cityscape,41,10
4242.jpg,Zdislav Beksinski,Surrealism,symbolic painting,109,35
4019.jpg,Henri Fantin-Latour,Symbolism,allegorical painting,110,2
65861.jpg,Alfred Sisley,Impressionism,landscape,41,19
18486.jpg,Robert Delaunay,Orphism,genre painting,83,15
51652.jpg,James McNeill Whistler,Realism,portrait,97,27
99858.jpg,Polychronis Lembesis,Romanticism,genre painting,101,15
21556.jpg,John McLaughlin,Minimalism,abstract,57,0
74241.jpg,Ivan Shishkin,Realism,landscape,97,19
23375.jpg,Karl Bodmer,Romanticism,genre painting,101,15
19440.jpg,Peter Paul Rubens,Baroque,mythological painting,12,23
84104.jpg,Raphael Kirchner,Art Nouveau (Modern),genre painting,10,15
55067.jpg,Zdislav Beksinski,Surrealism,symbolic painting,109,35
68232.jpg,Konstantin Korovin,Impressionism,landscape,41,19
10726.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape,73,10
81369.jpg,Jean Fautrier,Art Informel,abstract,9,0
33528.jpg,Henri Martin,Divisionism,landscape,27,19
42709.jpg,John Ruskin,Romanticism,sketch and study,101,33
31072.jpg,Theo Gerber,Surrealism,symbolic painting,109,35
96243.jpg,George Bouzianis,Expressionism,landscape,30,19
72575.jpg,Charles-Francois Daubigny,Realism,landscape,97,19
64737.jpg,Ohara Koson,Shin-hanga,wildlife painting,103,39
27373.jpg,Theodor Severin Kittelsen,Art Nouveau (Modern),illustration,10,17
53311.jpg,Henri Matisse,Post-Impressionism,landscape,89,19
53732.jpg,Pieter Bruegel the Elder,Northern Renaissance,mythological painting,79,23
52384.jpg,Joshua Reynolds,Rococo,portrait,99,27
39513.jpg,Roberto Aizenberg,Metaphysical art,figurative,56,13
19868.jpg,Mikalojus Ciurlionis,Symbolism,symbolic painting,110,35
83005.jpg,Mary Cassatt,Impressionism,genre painting,41,15
62469.jpg,Albert Joseph Moore,Academicism,portrait,2,27
54841.jpg,Guercino,Baroque,religious painting,12,30
84308.jpg,Charles Angrand,Divisionism,landscape,27,19
77053.jpg,Ivan Aivazovsky,Romanticism,landscape,101,19
41102.jpg,Francesco Solimena,Baroque,religious painting,12,30
